app_id,title,developer,score,ratings,reviews,installs,genre,url
com.run.tower.defense,Kingshot,Century Games PTE. LTD.,4.320533,1351967,14417,"10,000,000+",Strategy,https://play.google.com/store/apps/details?id=com.run.tower.defense&hl=en&gl=us
